id	path	size	has_symtab	has_debug_sections	build_id	elf_type	source_group	local_path	local_build_id	status
openresty_nginx_O1	$WORKSPACE/baselines/SymLM/dataset_generation/xproj_debug/openresty_nginx_O1	10125456	1	1	94179428b2708cc6e37f35a834274a19ef94eb1b	EXEC	SymLM/xproj_debug			MISSING_LOCAL
openresty_nginx_O2	$WORKSPACE/baselines/SymLM/dataset_generation/xproj_debug/openresty_nginx_O2	10358136	1	1	ffd0cc0c2877705618259a2a13e647b8c75f28e4	EXEC	SymLM/xproj_debug			MISSING_LOCAL
openresty_nginx_O3	$WORKSPACE/baselines/SymLM/dataset_generation/xproj_debug/openresty_nginx_O3	10637864	1	1	1df0a64411630a33459ffadb324b6beab65d7a7f	EXEC	SymLM/xproj_debug			MISSING_LOCAL
openssl_openssl_O0	$WORKSPACE/data/raw/openssl_openssl_O0	16225296	1	1		EXEC	data/raw	data/raw/openssl_openssl_O0	4d4eab666a6fbc5acb4c2d5d02a7cb9bb06b4d00	LOCAL_EXISTS_NO_BUILDID(size 16225296 vs 16998184)
openssl_openssl_O1	$WORKSPACE/data/raw/openssl_openssl_O1	21181976	1	1		EXEC	data/raw	data/raw/openssl_openssl_O1	64f342953f2103b7a8526b9ffd241e09d7b66076	LOCAL_EXISTS_NO_BUILDID(size 21181976 vs 22104080)
openssl_openssl_O2	$WORKSPACE/data/raw/openssl_openssl_O2	22100136	1	1		EXEC	data/raw	data/raw/openssl_openssl_O2	50c9e61d1ad6f7320564325d875c0b9f49bab07e	LOCAL_EXISTS_NO_BUILDID(size 22100136 vs 23351088)
openssl_openssl_O3	$WORKSPACE/data/raw/openssl_openssl_O3	23685664	1	1		EXEC	data/raw	data/raw/openssl_openssl_O3	adbfe350e86addbf2beacb87e18e45efe9dcf109	LOCAL_EXISTS_NO_BUILDID(size 23685664 vs 24902744)
patch2_patch_O0	$WORKSPACE/data/raw/patch2_patch_O0	387128	1	1	7cf4e580c6caafd2ecd6b0fa5e83f886fbf2f373	EXEC	data/raw			MISSING_LOCAL
patch2_patch_O1	$WORKSPACE/data/raw/patch2_patch_O1	487808	1	1	fcab3d19d423bbbea5ba8e2075f30bad934ac0dd	EXEC	data/raw			MISSING_LOCAL
patch2_patch_O2	$WORKSPACE/data/raw/patch2_patch_O2	547168	1	1	707fbac4e57d12805f6f35537d4ff5ebdb77c0d1	EXEC	data/raw			MISSING_LOCAL
patch2_patch_O3	$WORKSPACE/data/raw/patch2_patch_O3	620448	1	1	0ca7faad5d1ec53d8ead257fff458f16fb780cc6	EXEC	data/raw			MISSING_LOCAL
patch_patch	$WORKSPACE/demo/raw/patch_patch_sym	741416	1	1	8af836f2a68e2333f4ed3ae0cdee20f06dcc8110	DYN	demo/raw	data/raw/patch_patch_sym	fd6fc0ea4eda96583101eb261d44dcdd0bb85670	LOCAL_EXISTS_DIFF_BUILDID
procps_kill_O0	$WORKSPACE/data/debug/procps_kill_O0	36416	1	1		EXEC	data/debug			MISSING_LOCAL
procps_kill_O1	$WORKSPACE/data/debug/procps_kill_O1	44992	1	1		EXEC	data/debug			MISSING_LOCAL
procps_kill_O2	$WORKSPACE/data/debug/procps_kill_O2	45728	1	1		EXEC	data/debug			MISSING_LOCAL
procps_kill_O3	$WORKSPACE/data/debug/procps_kill_O3	47824	1	1		EXEC	data/debug			MISSING_LOCAL
procps_sysctl_O0	$WORKSPACE/data/debug/procps_sysctl_O0	64224	1	1		EXEC	data/debug			MISSING_LOCAL
procps_sysctl_O1	$WORKSPACE/data/debug/procps_sysctl_O1	81608	1	1		EXEC	data/debug			MISSING_LOCAL
procps_sysctl_O2	$WORKSPACE/data/debug/procps_sysctl_O2	83952	1	1		EXEC	data/debug			MISSING_LOCAL
procps_sysctl_O3	$WORKSPACE/data/debug/procps_sysctl_O3	85368	1	1		EXEC	data/debug			MISSING_LOCAL
psmisc_killall_clang_O1	$WORKSPACE/clang_o1o3/bins/psmisc_killall_clang_O1.debug	74752	1	1		DYN	clang_o1o3/bins	clang_o1o3/bins/psmisc_killall_clang_O1.debug		LOCAL_EXISTS_NO_BUILDID(size 74752 vs 74752)
psmisc_killall_clang_O3	$WORKSPACE/clang_o1o3/bins/psmisc_killall_clang_O3.debug	76184	1	1		DYN	clang_o1o3/bins	clang_o1o3/bins/psmisc_killall_clang_O3.debug		LOCAL_EXISTS_NO_BUILDID(size 76184 vs 76184)
psmisc_peekfd_clang_O1	$WORKSPACE/clang_o1o3/bins/psmisc_peekfd_clang_O1.debug	31088	1	1		DYN	clang_o1o3/bins	clang_o1o3/bins/psmisc_peekfd_clang_O1.debug		LOCAL_EXISTS_NO_BUILDID(size 31088 vs 31088)
psmisc_peekfd_clang_O3	$WORKSPACE/clang_o1o3/bins/psmisc_peekfd_clang_O3.debug	31328	1	1		DYN	clang_o1o3/bins	clang_o1o3/bins/psmisc_peekfd_clang_O3.debug		LOCAL_EXISTS_NO_BUILDID(size 31328 vs 31328)
psmisc_prtstat_clang_O1	$WORKSPACE/clang_o1o3/bins/psmisc_prtstat_clang_O1.debug	42056	1	1		DYN	clang_o1o3/bins	clang_o1o3/bins/psmisc_prtstat_clang_O1.debug		LOCAL_EXISTS_NO_BUILDID(size 42056 vs 42056)
psmisc_prtstat_clang_O3	$WORKSPACE/clang_o1o3/bins/psmisc_prtstat_clang_O3.debug	42184	1	1		DYN	clang_o1o3/bins	clang_o1o3/bins/psmisc_prtstat_clang_O3.debug		LOCAL_EXISTS_NO_BUILDID(size 42184 vs 42184)
psmisc_pstree_clang_O1	$WORKSPACE/clang_o1o3/bins/psmisc_pstree_clang_O1.debug	94928	1	1		DYN	clang_o1o3/bins	clang_o1o3/bins/psmisc_pstree_clang_O1.debug		LOCAL_EXISTS_NO_BUILDID(size 94928 vs 94928)
psmisc_pstree_clang_O3	$WORKSPACE/clang_o1o3/bins/psmisc_pstree_clang_O3.debug	104408	1	1		DYN	clang_o1o3/bins	clang_o1o3/bins/psmisc_pstree_clang_O3.debug		LOCAL_EXISTS_NO_BUILDID(size 104408 vs 104408)
recutils_recdel_O0	$WORKSPACE/baselines/SymLM/dataset_generation/xproj_debug/recutils_recdel_O0	148608	1	1	72211e387bd0fd65a49aa0f3e1ab1634c92605a7	EXEC	SymLM/xproj_debug	data/raw/recutils_recdel_O0_sym	42ccc1cb38eee715e052667983f6ec555c283be0	LOCAL_EXISTS_DIFF_BUILDID
recutils_recdel_O1	$WORKSPACE/baselines/SymLM/dataset_generation/xproj_debug/recutils_recdel_O1	243832	1	1	7961f8771cab1fbab67d00ad75f9861d657d6a0c	EXEC	SymLM/xproj_debug	data/raw/recutils_recdel_O1_sym	0adbb23398d061b70110abaa861a4e58d56ee476	LOCAL_EXISTS_DIFF_BUILDID
recutils_recdel_O2	$WORKSPACE/baselines/SymLM/dataset_generation/xproj_debug/recutils_recdel_O2	240408	1	1	02a9747a7ab3057a80064bbe786218a2d6380b54	EXEC	SymLM/xproj_debug	data/raw/recutils_recdel_O2_sym	78e77d437da3892420b3e4a166eea4046eccdd5e	LOCAL_EXISTS_DIFF_BUILDID
recutils_recdel_O3	$WORKSPACE/baselines/SymLM/dataset_generation/xproj_debug/recutils_recdel_O3	249944	1	1	e2ea8571808f0594786928e2b601b6140ff2ae54	EXEC	SymLM/xproj_debug	data/raw/recutils_recdel_O3_sym	be6e621e75e60e432fecfabaaf1b77b6e43a74d7	LOCAL_EXISTS_DIFF_BUILDID
recutils_recfix_O0	$WORKSPACE/baselines/SymLM/dataset_generation/xproj_debug/recutils_recfix_O0	148984	1	1	b84975d76c8fcb51decdb4c5cbf0e651faf2194f	EXEC	SymLM/xproj_debug	data/raw/recutils_recfix_O0_sym	30357190414458f6ccf4842a77c10c8b9c1fb71d	LOCAL_EXISTS_DIFF_BUILDID
recutils_recfix_O1	$WORKSPACE/baselines/SymLM/dataset_generation/xproj_debug/recutils_recfix_O1	240256	1	1	2fa728be8850ce52b5220c5209fbfe4f01d2bb25	EXEC	SymLM/xproj_debug	data/raw/recutils_recfix_O1_sym	38e91816159b6580d916152a7759684eb23f4dd5	LOCAL_EXISTS_DIFF_BUILDID
recutils_recfix_O2	$WORKSPACE/baselines/SymLM/dataset_generation/xproj_debug/recutils_recfix_O2	232752	1	1	c722bb73594fae3ae4a224174b56ec4a07fe2338	EXEC	SymLM/xproj_debug	data/raw/recutils_recfix_O2_sym	f6e7ab9ab41d81da00afc4270af25b757a7404bf	LOCAL_EXISTS_DIFF_BUILDID
recutils_recfix_O3	$WORKSPACE/baselines/SymLM/dataset_generation/xproj_debug/recutils_recfix_O3	246392	1	1	7258d8beacaa1ad3d62c9b4791733385a3c79ae3	EXEC	SymLM/xproj_debug	data/raw/recutils_recfix_O3_sym	142af29224583a1064d3b036f6aad30c9b53abf0	LOCAL_EXISTS_DIFF_BUILDID
recutils_recfix_clang_O1	$WORKSPACE/clang_o1o3/bins/recutils_recfix_clang_O1.debug	652648	1	1		DYN	clang_o1o3/bins	clang_o1o3/bins/recutils_recfix_clang_O1.debug		LOCAL_EXISTS_NO_BUILDID(size 652648 vs 652648)
recutils_recfix_clang_O3	$WORKSPACE/clang_o1o3/bins/recutils_recfix_clang_O3.debug	681800	1	1		DYN	clang_o1o3/bins	clang_o1o3/bins/recutils_recfix_clang_O3.debug		LOCAL_EXISTS_NO_BUILDID(size 681800 vs 681800)
recutils_recfmt_O0	$WORKSPACE/baselines/SymLM/dataset_generation/xproj_debug/recutils_recfmt_O0	149232	1	1	5239c387cea5f0f8271fb0caeeb3d045a32949f1	EXEC	SymLM/xproj_debug	data/raw/recutils_recfmt_O0_sym	9c0d43456a53c7dbb13cbb5608a58c8a25d5861f	LOCAL_EXISTS_DIFF_BUILDID
recutils_recfmt_O1	$WORKSPACE/baselines/SymLM/dataset_generation/xproj_debug/recutils_recfmt_O1	241016	1	1	eae5f1074f94cce2caf72c8d9547115ad66e450e	EXEC	SymLM/xproj_debug	data/raw/recutils_recfmt_O1_sym	e4ffcd621e31947e7eb18de22d353f6e9a09564c	LOCAL_EXISTS_DIFF_BUILDID
recutils_recfmt_O2	$WORKSPACE/baselines/SymLM/dataset_generation/xproj_debug/recutils_recfmt_O2	233648	1	1	051180a04ff88fc11dda44994208496702055db5	EXEC	SymLM/xproj_debug	data/raw/recutils_recfmt_O2_sym	a9898cfea8469b4dfbbfc35506b264a30a8c76bb	LOCAL_EXISTS_DIFF_BUILDID
recutils_recfmt_O3	$WORKSPACE/baselines/SymLM/dataset_generation/xproj_debug/recutils_recfmt_O3	248256	1	1	b641776eeb914fefbfd2fd625bad25d9684c65d7	EXEC	SymLM/xproj_debug	data/raw/recutils_recfmt_O3_sym	791ba25ddb3819436fdc289281f6c5a465fc327f	LOCAL_EXISTS_DIFF_BUILDID
recutils_recfmt_clang_O1	$WORKSPACE/clang_o1o3/bins/recutils_recfmt_clang_O1.debug	652496	1	1		DYN	clang_o1o3/bins	clang_o1o3/bins/recutils_recfmt_clang_O1.debug		LOCAL_EXISTS_NO_BUILDID(size 652496 vs 652496)
recutils_recfmt_clang_O3	$WORKSPACE/clang_o1o3/bins/recutils_recfmt_clang_O3.debug	677496	1	1		DYN	clang_o1o3/bins	clang_o1o3/bins/recutils_recfmt_clang_O3.debug		LOCAL_EXISTS_NO_BUILDID(size 677496 vs 677496)
recutils_recinf_O0	$WORKSPACE/baselines/SymLM/dataset_generation/xproj_debug/recutils_recinf_O0	144424	1	1	9c031cd0d18f8ac9adbff6efc4e70268afa2a9b8	EXEC	SymLM/xproj_debug	data/raw/recutils_recinf_O0_sym	1b5a4545c96a527ed24679838807ee3a8e5965f5	LOCAL_EXISTS_DIFF_BUILDID
recutils_recinf_O1	$WORKSPACE/baselines/SymLM/dataset_generation/xproj_debug/recutils_recinf_O1	243512	1	1	6b76ae109f4830ed14434a2743cd008cfeb2718a	EXEC	SymLM/xproj_debug	data/raw/recutils_recinf_O1_sym	819c3b46432a20c9f81a7ca0a7fb4fbe52ee7beb	LOCAL_EXISTS_DIFF_BUILDID
recutils_recinf_O2	$WORKSPACE/baselines/SymLM/dataset_generation/xproj_debug/recutils_recinf_O2	235920	1	1	bac8558b99d415c0b7f742462153afe061c40be9	EXEC	SymLM/xproj_debug	data/raw/recutils_recinf_O2_sym	18c73152f5064976d633dfd8e8674638483edc93	LOCAL_EXISTS_DIFF_BUILDID
recutils_recinf_O3	$WORKSPACE/baselines/SymLM/dataset_generation/xproj_debug/recutils_recinf_O3	249552	1	1	d2c389df74553c9cf0e726d75ac8d1cbe8a770ea	EXEC	SymLM/xproj_debug	data/raw/recutils_recinf_O3_sym	cdb423b5707a658e2a74c75046983a02edf00295	LOCAL_EXISTS_DIFF_BUILDID
recutils_recinf_clang_O1	$WORKSPACE/clang_o1o3/bins/recutils_recinf_clang_O1.debug	651128	1	1		DYN	clang_o1o3/bins	clang_o1o3/bins/recutils_recinf_clang_O1.debug		LOCAL_EXISTS_NO_BUILDID(size 651128 vs 651128)
recutils_recinf_clang_O3	$WORKSPACE/clang_o1o3/bins/recutils_recinf_clang_O3.debug	680208	1	1		DYN	clang_o1o3/bins	clang_o1o3/bins/recutils_recinf_clang_O3.debug		LOCAL_EXISTS_NO_BUILDID(size 680208 vs 680208)
recutils_recins_O0	$WORKSPACE/baselines/SymLM/dataset_generation/xproj_debug/recutils_recins_O0	154392	1	1	e1aabc9f83ef8d3ab052448e93708c3f1459c7f2	EXEC	SymLM/xproj_debug	data/raw/recutils_recins_O0_sym	affeb5dd7df79205abb2c68f472a84b8d69984c6	LOCAL_EXISTS_DIFF_BUILDID
recutils_recins_O1	$WORKSPACE/baselines/SymLM/dataset_generation/xproj_debug/recutils_recins_O1	250160	1	1	74d0589ccc26fc18be149a05551e6657f408e6b7	EXEC	SymLM/xproj_debug	data/raw/recutils_recins_O1_sym	8d99aa82e84b44cfccfa68b335a39a0f0b4bd33c	LOCAL_EXISTS_DIFF_BUILDID
